origin,destination,days_to_departure,time_of_day,user_type,weather_score,is_holiday,competitor_price,time_of_day_encoded,user_type_encoded,price
BOM,MAA,19,Night,Business,1.1125012556826497,0,6198,3,1,15513
BOM,MAA,50,Morning,Business,0.9821730860219056,0,6874,0,1,11795
BOM,DEL,33,Evening,Business,0.9752841725614214,0,9290,2,1,18757
BLR,BLR,13,Night,Business,1.290185518619687,0,4510,3,1,15546
BLR,BOM,78,Morning,Leisure,0.9354669091255423,1,9363,0,0,12887
BOM,BOM,62,Night,Leisure,0.9173772595537409,0,4541,3,0,6862
HYD,BLR,43,Morning,Business,0.8911626227695926,1,5057,0,1,11013
DEL,BOM,49,Night,Leisure,1.236849532585479,0,4707,3,0,10761
DEL,DEL,36,Night,Business,0.998034295658907,0,5180,3,1,11470
HYD,DEL,10,Afternoon,Leisure,1.0600086864883813,0,7121,1,0,18431
BOM,BLR,6,Morning,Leisure,0.8084910874014369,0,6852,0,0,13842
BLR,BOM,57,Morning,Leisure,1.024565416002956,0,5178,0,0,9248
DEL,DEL,1,Morning,Leisure,0.864788915721093,0,7096,0,0,16188
MAA,DEL,71,Morning,Leisure,1.1383821527577265,0,6245,0,0,8835
MAA,HYD,58,Night,Leisure,1.1995170092754293,1,7045,3,0,18001
HYD,HYD,21,Afternoon,Leisure,1.1288864152787665,0,6493,1,0,17873
BOM,DEL,80,Afternoon,Leisure,1.1381464997621544,0,4280,1,0,5781
DEL,BLR,56,Evening,Leisure,1.0074848224717101,0,4445,2,0,7863
BOM,MAA,87,Morning,Leisure,1.1272708338004813,0,6928,0,0,8002
DEL,MAA,20,Evening,Leisure,0.9536121613048962,0,9426,2,0,23530
HYD,DEL,54,Night,Business,1.0908934921177678,0,6598,3,1,11311
HYD,DEL,25,Evening,Leisure,0.8554235260723088,0,4047,2,0,8186
MAA,DEL,28,Morning,Business,0.7418542073872061,0,5707,0,1,10009
BOM,BLR,5,Afternoon,Leisure,0.948083958473181,0,6484,1,0,16495
MAA,HYD,21,Afternoon,Business,0.977066893468294,0,6090,1,1,14883
BOM,DEL,18,Morning,Business,0.8538442949132139,1,5674,0,1,15396
MAA,DEL,47,Night,Business,1.1366257110443425,1,5297,3,1,14093
BLR,BOM,70,Morning,Leisure,0.7441302873857675,1,5380,0,0,6469
BLR,BLR,57,Night,Leisure,0.8336489946275132,0,6556,3,0,9184
BLR,DEL,19,Afternoon,Leisure,1.1491388310721762,0,8543,1,0,25713
BLR,BOM,65,Night,Leisure,0.9622745642440074,0,5757,3,0,8225
DEL,MAA,3,Morning,Business,1.1231701744235876,0,5697,0,1,18169
BLR,DEL,42,Morning,Leisure,1.0404915266701578,0,3530,0,0,7149
HYD,DEL,21,Morning,Leisure,1.2704276499984175,1,4111,0,0,13786
HYD,BOM,40,Night,Leisure,1.0586774996336998,0,9460,3,0,18261
DEL,BLR,67,Night,Leisure,0.7089213846073118,0,7897,3,0,8912
BLR,DEL,25,Night,Leisure,0.9117264103026004,0,6510,3,0,13958
BLR,MAA,55,Afternoon,Leisure,0.7858364093228246,0,6412,1,0,7887
BLR,DEL,84,Evening,Leisure,1.254780206558622,0,7302,2,0,10995
MAA,MAA,52,Evening,Leisure,0.7624074725710481,0,6312,2,0,8508
BOM,HYD,44,Morning,Business,0.9326239978786525,0,4182,0,1,7895
MAA,HYD,85,Afternoon,Business,0.8356595161760153,0,3756,1,1,3194
BOM,MAA,56,Night,Leisure,1.20803319423804,0,4439,3,0,9742
BLR,BLR,55,Morning,Leisure,0.8851398985533502,0,6394,0,0,9795
BLR,DEL,87,Afternoon,Leisure,1.295136089885587,1,6685,1,0,11537
MAA,DEL,70,Morning,Leisure,0.7231699633673505,0,4276,0,0,3923
MAA,HYD,77,Afternoon,Business,0.7769660634775395,0,6232,1,1,5875
BOM,MAA,87,Afternoon,Business,0.8347832658574654,1,4231,1,1,4283
HYD,DEL,73,Evening,Leisure,1.1866636241200956,0,8824,2,0,15292
BOM,DEL,81,Morning,Business,1.2271103254384095,0,5542,0,1,7519
MAA,BLR,66,Night,Business,0.7428708283656533,0,4469,3,1,5116
MAA,BOM,19,Evening,Leisure,0.7194760850573658,1,3602,2,0,6837
DEL,HYD,83,Evening,Leisure,1.1467341142627476,0,4583,2,0,5628
MAA,HYD,7,Night,Leisure,0.7800112040521681,0,8705,3,0,17478
DEL,BOM,63,Afternoon,Business,0.7797991522447835,0,8362,1,1,10633
HYD,DEL,42,Night,Business,0.7134199206966575,0,6570,3,1,9719
BOM,BLR,42,Morning,Leisure,0.7298847265500531,1,7248,0,0,13568
BOM,BLR,59,Night,Leisure,0.8582052751572935,0,3871,3,0,5830
DEL,HYD,20,Afternoon,Business,0.7390032936464838,0,4178,1,1,6789
BOM,BLR,73,Night,Business,0.9213274549955653,0,3701,3,1,4870
MAA,BOM,17,Afternoon,Leisure,1.1996650187364095,0,9221,1,0,26947
BLR,DEL,27,Afternoon,Business,0.8957921543929556,1,3588,1,1,9354
DEL,BOM,47,Morning,Leisure,1.136700497547623,1,5496,0,0,12798
BOM,MAA,2,Night,Leisure,0.756345978898618,0,7994,3,0,17764
DEL,HYD,63,Night,Business,1.0956251124516958,1,9319,3,1,17583
DEL,BLR,62,Morning,Business,0.8900483099544609,0,3687,0,1,4949
BLR,MAA,19,Afternoon,Business,1.149851727218223,1,8671,1,1,26225
MAA,BLR,17,Night,Leisure,0.7817512084338291,0,8247,3,0,14666
DEL,DEL,69,Morning,Leisure,1.2387300266586891,0,5054,0,0,8793
BOM,DEL,39,Afternoon,Leisure,0.845546321738762,0,9099,1,0,16530
HYD,DEL,82,Morning,Leisure,0.9118826759687059,0,8182,0,0,9128
DEL,BLR,71,Night,Leisure,1.270108426490825,0,3729,3,0,6189
DEL,MAA,81,Morning,Leisure,1.0470894158385153,1,7052,0,0,9727
BLR,DEL,39,Evening,Business,0.9194629113778132,1,8749,2,1,19067
MAA,MAA,36,Afternoon,Leisure,1.2697612882201792,0,3554,1,0,10105
HYD,BLR,40,Evening,Leisure,0.8974464501340191,0,7866,2,0,12964
BOM,MAA,45,Evening,Leisure,0.7569224276051079,1,7531,2,0,13108
HYD,BLR,4,Afternoon,Leisure,1.298109332715652,0,4623,1,0,14980
BOM,BLR,25,Afternoon,Business,0.8607069523353483,0,6640,1,1,13066
MAA,HYD,69,Morning,Leisure,1.2107547092197644,0,6870,0,0,10929
BOM,BLR,30,Afternoon,Business,0.7993244768938523,0,8565,1,1,13797
BLR,BLR,76,Evening,Business,1.1388123830664267,0,5052,2,1,6908
BLR,BOM,68,Evening,Leisure,1.0146696366833512,0,8973,2,0,12468
BLR,DEL,88,Night,Leisure,1.288543934974078,0,8771,3,0,11227
BLR,HYD,29,Afternoon,Business,1.0316982136554396,0,3615,1,1,8520
HYD,HYD,73,Evening,Business,0.7150090911345124,1,7113,2,1,7450
MAA,HYD,68,Night,Leisure,1.0623267937744527,0,7918,3,0,11097
BOM,BOM,51,Night,Business,0.7871898738019756,0,6110,3,1,8028
BOM,BLR,24,Morning,Leisure,1.1791245491692524,0,9191,0,0,27013
BLR,DEL,14,Evening,Leisure,1.2139409178939395,0,3859,2,0,12108
BLR,MAA,69,Morning,Business,0.9892561112768286,0,3527,0,1,5182
DEL,BLR,18,Evening,Leisure,1.1699328742313793,0,7337,2,0,20401
MAA,BOM,42,Morning,Leisure,0.7870664412889631,0,7033,0,0,10227
HYD,BLR,57,Morning,Leisure,0.9952469119213876,0,8850,0,0,13270
BOM,BLR,83,Afternoon,Business,0.9363665588143508,0,4918,1,1,5237
DEL,BOM,12,Morning,Business,1.0667904322318489,0,7539,0,1,20894
DEL,HYD,82,Afternoon,Business,0.7266863132818959,0,6416,1,1,5837
BOM,HYD,17,Night,Leisure,1.1512737029491764,0,9331,3,0,28446
HYD,DEL,30,Evening,Business,0.7474775736848102,1,9463,2,1,18392
DEL,DEL,88,Night,Business,1.093882910518099,0,4794,3,1,5370
DEL,HYD,75,Evening,Business,0.7110743353239665,0,9470,2,1,8160
MAA,MAA,23,Night,Leisure,1.1991328382540378,0,7129,3,0,19033
HYD,BLR,81,Evening,Leisure,0.8048197781342687,1,5575,2,0,6894
DEL,MAA,1,Morning,Business,1.0092984855861942,0,9138,0,1,23799
HYD,BLR,79,Evening,Business,0.8568957422365716,0,8339,2,1,9534
BOM,HYD,32,Evening,Business,1.133588321236641,0,7177,2,1,17589
BLR,DEL,9,Night,Leisure,0.8928106601138327,0,6653,3,0,15427
DEL,DEL,15,Night,Business,1.1347655161529904,0,8707,3,1,23093
MAA,MAA,28,Night,Leisure,0.8709227241012859,0,9317,3,0,18763
BOM,DEL,24,Afternoon,Leisure,1.151483854561456,0,5278,1,0,13986
HYD,HYD,60,Afternoon,Leisure,0.7183632978021425,1,8175,1,0,10983
BOM,MAA,35,Evening,Business,0.869986801224309,0,7394,2,1,12872
DEL,BLR,86,Evening,Business,0.9991801038641673,0,5998,2,1,5911
HYD,DEL,27,Morning,Leisure,0.7270357491518352,0,8028,0,0,13241
BLR,BOM,83,Morning,Leisure,0.8116204368227672,1,3873,0,0,4139
BOM,DEL,76,Evening,Leisure,1.260722188984722,0,8806,2,0,14801
DEL,BLR,20,Afternoon,Leisure,1.2861005591081136,1,9370,1,0,36257
MAA,MAA,65,Evening,Business,1.1438499684342913,0,5765,2,1,9559
HYD,BLR,85,Morning,Business,0.8513200303701477,0,4631,0,1,4483
BOM,BOM,49,Afternoon,Leisure,0.8563104672615813,0,5342,1,0,7923
BOM,HYD,1,Afternoon,Leisure,1.0874742146770437,1,5073,1,0,19240
BLR,DEL,10,Morning,Leisure,0.770559769959221,0,8543,0,0,15459
BLR,MAA,47,Evening,Business,1.26898562825822,0,7944,2,1,17443
MAA,HYD,59,Night,Leisure,0.8348877397061107,0,4287,3,0,5502
MAA,BLR,62,Evening,Business,1.2997813752552663,0,5045,2,1,10787
DEL,MAA,86,Evening,Leisure,0.9974402771814763,0,7621,2,0,7497
DEL,HYD,18,Morning,Business,1.162857993395762,1,8667,0,1,27668
MAA,MAA,46,Afternoon,Business,0.7013104567033343,0,8454,1,1,10831
MAA,BOM,32,Morning,Leisure,1.2332478428509852,0,3869,0,0,9294
HYD,BOM,27,Evening,Business,0.8620012268683482,0,9231,2,1,18925
BLR,DEL,18,Night,Business,1.1007620467288393,0,8806,3,1,23935
DEL,DEL,39,Night,Business,1.1838131684761537,0,9143,3,1,23615
BLR,BOM,49,Night,Business,0.7984886443354012,0,8479,3,1,11166
BLR,MAA,82,Morning,Leisure,0.9655056887975374,0,7874,0,0,8415
MAA,BOM,44,Afternoon,Leisure,0.996301564391154,1,8947,1,0,21487
HYD,DEL,72,Morning,Leisure,0.8872716792035227,0,5202,0,0,6497
BOM,BOM,54,Night,Leisure,0.9890534978373888,0,5157,3,0,8322
HYD,BOM,34,Evening,Leisure,0.8905273945932028,0,5428,2,0,10443
HYD,MAA,71,Afternoon,Business,0.9164486470331256,0,7555,1,1,10116
BLR,HYD,36,Morning,Business,1.1015987072216433,0,4106,0,1,8530
HYD,DEL,18,Morning,Business,1.0795559609829983,1,8644,0,1,28512
DEL,MAA,38,Afternoon,Business,0.8393594354785151,0,6076,1,1,9888
BLR,BOM,59,Afternoon,Leisure,1.2384897308772547,1,7624,1,0,19999
DEL,BOM,9,Evening,Leisure,1.2176731274028345,0,8551,2,0,27488
BOM,HYD,73,Afternoon,Business,1.005449984013971,0,3822,1,1,4668
BLR,DEL,72,Evening,Leisure,0.9599504456174501,1,5376,2,0,8259
BOM,DEL,51,Night,Business,0.9261135897904653,1,4083,3,1,8830
BLR,BLR,35,Night,Business,1.1243607511998635,1,8889,3,1,26346
MAA,DEL,82,Morning,Leisure,1.1029996343256823,0,6309,0,0,7750
HYD,HYD,5,Night,Leisure,0.8177083641627871,0,4155,3,0,9311
MAA,BLR,14,Night,Leisure,1.1028748187802169,0,8381,3,0,23754
BOM,BLR,30,Evening,Leisure,0.851458716461224,0,3722,2,0,6307
HYD,BOM,4,Morning,Leisure,0.7111350019141153,0,5622,0,0,10176
BLR,BOM,39,Afternoon,Leisure,1.1195252065224262,1,5720,1,0,15683
HYD,DEL,84,Morning,Leisure,1.0868761614764497,0,8623,0,0,10292
DEL,BLR,64,Night,Business,0.9464855574246048,1,7050,3,1,11416
HYD,BOM,25,Afternoon,Leisure,1.0154116335517036,0,9279,1,0,22852
DEL,HYD,28,Morning,Business,1.2683015150234558,0,5942,0,1,16844
HYD,BOM,76,Morning,Business,1.0571201085432627,0,9245,0,1,12034
DEL,BOM,66,Morning,Leisure,1.0947303612019188,0,8428,0,0,12731
BOM,BLR,78,Morning,Business,0.7383467925694847,1,8599,0,1,9657
MAA,BLR,22,Evening,Leisure,0.7995966764050751,0,7485,2,0,14594
BLR,MAA,31,Morning,Business,0.880571365846953,0,3666,0,1,7276
HYD,HYD,23,Night,Business,1.023627590816886,0,5516,3,1,12473
MAA,BLR,48,Night,Business,1.1659545375899927,0,3617,3,1,7907
BLR,DEL,20,Evening,Leisure,0.8927445266731522,1,5309,2,0,14756
BLR,HYD,38,Afternoon,Business,0.9138294582872644,0,5706,1,1,10324
DEL,HYD,55,Afternoon,Business,0.8536905311042493,0,9003,1,1,12310
BOM,BLR,68,Night,Business,0.8527655975771835,1,4750,3,1,7380
BOM,HYD,79,Night,Leisure,1.269318307536878,0,7506,3,0,10872
MAA,BLR,88,Evening,Business,1.081274307771334,1,6609,2,1,8479
BOM,BOM,89,Afternoon,Leisure,0.7935407461239681,0,8058,1,0,6001
HYD,MAA,1,Afternoon,Business,1.133349146850556,0,9329,1,1,28028
BOM,BOM,7,Morning,Business,1.1332126860160174,1,5171,0,1,18369
MAA,BLR,57,Morning,Business,1.099882117632223,1,5651,0,1,11301
BOM,BLR,12,Morning,Leisure,0.7808322670543981,0,8577,0,0,18419
HYD,BOM,5,Evening,Business,0.9447948900817521,0,5797,2,1,14828
DEL,DEL,50,Night,Business,0.7640537982966479,1,4536,3,1,7617
MAA,DEL,42,Evening,Business,1.189972302455282,0,6114,2,1,13892
DEL,DEL,12,Afternoon,Business,1.0931032859067515,0,5379,1,1,15563
DEL,BLR,18,Night,Leisure,1.004322362060691,0,4096,3,0,9900
DEL,HYD,66,Morning,Business,0.9058092859003579,0,4120,0,1,5811
BLR,BLR,74,Evening,Business,0.81054968469666,0,9007,2,1,10256
BLR,HYD,79,Evening,Business,0.7638685532998647,1,3570,2,1,4129
DEL,BOM,17,Morning,Business,1.2815443645221398,0,8551,0,1,26911
MAA,MAA,68,Evening,Leisure,0.8197891851736138,1,5303,2,0,7936
HYD,HYD,71,Morning,Business,0.7359247760328314,0,8033,0,1,8148
HYD,DEL,62,Afternoon,Business,1.2770000633094978,0,4567,1,1,8391
BOM,BLR,41,Night,Leisure,1.0293710448146962,0,5425,3,0,10208
MAA,BOM,34,Afternoon,Business,1.1779940409946859,0,4537,1,1,12346
BLR,DEL,70,Afternoon,Business,0.7262595083189911,0,6942,1,1,6654
DEL,BOM,45,Morning,Business,1.0401675144877929,0,6683,0,1,14042
BOM,MAA,58,Evening,Leisure,0.9389259784707971,0,4902,2,0,7165
HYD,BLR,51,Afternoon,Business,1.1631786606099301,0,5861,1,1,11966
BLR,BLR,34,Afternoon,Leisure,0.7230553873834351,0,4938,1,0,7803
BLR,MAA,44,Afternoon,Leisure,0.9410143411369686,1,7311,1,0,14769
DEL,BLR,15,Evening,Leisure,1.1794440516917177,1,3984,2,0,14765
HYD,HYD,78,Evening,Leisure,1.013618358783022,0,7764,2,0,10129
MAA,BOM,70,Morning,Leisure,1.0300232445991624,0,8398,0,0,12214
BLR,DEL,50,Afternoon,Leisure,0.7582988091795793,0,3745,1,0,5179
DEL,MAA,32,Night,Leisure,0.7793983336720548,1,8444,3,0,15713
MAA,HYD,67,Evening,Business,1.1061997632194716,0,9289,2,1,14810
HYD,DEL,3,Morning,Business,1.1050279733739519,0,6871,0,1,19083
BLR,DEL,86,Afternoon,Leisure,1.287462036551364,1,4850,1,0,7781
MAA,MAA,86,Night,Leisure,1.1271717928393303,1,4029,3,0,6356
MAA,HYD,74,Evening,Leisure,0.9959460975600684,0,9214,2,0,12293
MAA,DEL,51,Night,Leisure,1.2143966941201318,0,8442,3,0,19134
BLR,DEL,67,Evening,Leisure,0.7626837914895617,0,7314,2,0,8264
BLR,HYD,76,Morning,Leisure,0.9695774925377527,0,5288,0,0,6161
BOM,BLR,48,Night,Business,0.8722654665565418,0,5202,3,1,8507
HYD,DEL,17,Afternoon,Business,0.7627826841565754,0,7125,1,1,14052
DEL,BOM,7,Afternoon,Leisure,1.1581012508322197,0,6820,1,0,19489
MAA,HYD,13,Evening,Leisure,1.0064752182993304,0,4259,2,0,11577
BOM,DEL,66,Afternoon,Leisure,1.0340612319384945,0,4903,1,0,7586
DEL,MAA,4,Night,Business,0.9467531127461974,1,4297,3,1,11962
BOM,BOM,10,Morning,Leisure,0.9762023389616411,0,4031,0,0,10271
BLR,DEL,88,Evening,Business,0.7696104322738019,1,5417,2,1,5094
MAA,BOM,17,Night,Business,1.1037506945721858,1,8459,3,1,26439
DEL,BOM,52,Evening,Business,0.9594684157631282,0,7637,2,1,13595
DEL,BLR,6,Morning,Leisure,1.19006054387775,0,6916,0,0,23820
DEL,BOM,83,Evening,Leisure,0.8177723200858457,0,4098,2,0,4021
DEL,BLR,69,Afternoon,Business,0.8230330560513014,0,3805,1,1,4755
DEL,HYD,74,Afternoon,Business,1.0874557429184126,1,8404,1,1,15659
BOM,BLR,9,Evening,Business,1.2076020540384382,0,6409,2,1,21950
MAA,MAA,77,Morning,Business,0.9833187031709052,0,8859,0,1,10130
BLR,DEL,83,Morning,Leisure,1.13617232123986,0,4178,0,0,5364
BLR,HYD,21,Afternoon,Business,1.2995979528958514,0,6884,1,1,19164
BLR,HYD,24,Morning,Leisure,1.294159383837357,0,4230,0,0,12716
BLR,MAA,4,Evening,Business,1.14660210569302,0,5525,2,1,18693
BOM,BLR,24,Night,Leisure,1.1437518938069493,0,8528,3,0,21267
HYD,DEL,59,Evening,Business,0.8485713323193433,0,8498,2,1,12008
MAA,BLR,3,Afternoon,Leisure,1.2001237789262644,1,7728,1,0,31375
DEL,BOM,68,Afternoon,Leisure,0.9430612762282723,0,6266,1,0,7931
HYD,BLR,40,Afternoon,Leisure,1.2771963459200937,0,5598,1,0,13551
BLR,HYD,48,Morning,Business,0.7488566132241613,0,3891,0,1,5320
HYD,DEL,54,Evening,Leisure,0.9615042213236356,0,6243,2,0,9680
MAA,BLR,35,Night,Business,1.033504292610099,0,7284,3,1,16077
DEL,DEL,56,Evening,Leisure,0.9430937242516989,0,7337,2,0,11588
DEL,DEL,89,Night,Leisure,0.8263475143029659,0,8103,3,0,6856
MAA,BOM,40,Evening,Business,1.0557930932695059,0,5185,2,1,10148
MAA,BOM,77,Afternoon,Leisure,1.1535507487750825,0,6414,1,0,9354
BLR,HYD,68,Night,Leisure,1.086903157612118,0,4918,3,0,7003
DEL,MAA,46,Evening,Business,0.8406693092848236,0,8551,2,1,14545
HYD,DEL,78,Morning,Leisure,1.1389647666211145,0,7691,0,0,10521
BOM,MAA,13,Morning,Leisure,0.854138683626738,0,7701,0,0,17898
BOM,HYD,27,Evening,Leisure,0.8051214177544239,0,7590,2,0,14367
MAA,DEL,6,Afternoon,Leisure,1.1144008092632334,0,7226,1,0,22729
BLR,DEL,17,Night,Business,1.2056723476683575,0,8273,3,1,23627
BOM,MAA,36,Evening,Leisure,0.9889236686179447,1,7129,2,0,16638
DEL,BLR,81,Morning,Leisure,1.0188350758830627,0,6813,0,0,8037
MAA,BOM,2,Night,Leisure,0.8816485422827395,0,8451,3,0,18607
HYD,BLR,77,Morning,Leisure,0.9967708090660193,0,8385,0,0,11412
MAA,MAA,52,Morning,Leisure,0.7791897988074443,0,8110,0,0,10870
HYD,BOM,66,Evening,Leisure,1.273498497809794,0,4584,2,0,9484
MAA,BLR,52,Morning,Leisure,1.180216392193958,0,4507,0,0,9851
MAA,BOM,43,Night,Leisure,1.100783836493311,0,4817,3,0,9423
MAA,DEL,22,Afternoon,Business,1.0229166230106417,0,5849,1,1,14572
HYD,BLR,55,Evening,Business,1.1753014817367786,0,6193,2,1,11806
HYD,BOM,67,Night,Business,0.9968543437514825,0,5778,3,1,7978
MAA,BOM,60,Evening,Business,0.8799843448927195,0,9028,2,1,12092
BOM,BOM,58,Morning,Leisure,0.7962245411000032,0,7222,0,0,10215
BLR,BLR,12,Morning,Leisure,1.0885513532810844,0,7193,0,0,20044
BLR,HYD,88,Night,Business,1.2576554470159085,0,7892,3,1,10672
BLR,BLR,69,Night,Business,0.7921711321026107,0,8050,3,1,8658
HYD,MAA,84,Afternoon,Business,0.808010827030484,0,8537,1,1,7761
HYD,BLR,39,Night,Leisure,0.9601636200457211,0,7835,3,0,14740
BOM,BOM,13,Night,Leisure,1.1841396087518135,0,9217,3,0,26730
BLR,DEL,41,Evening,Business,0.8763536373829027,0,6747,2,1,11114
BLR,BLR,57,Morning,Business,0.8523477548020169,0,6634,0,1,9215
MAA,BLR,53,Night,Business,1.0719797748777005,0,6098,3,1,11738
HYD,BOM,12,Afternoon,Business,1.0213688691245992,0,5685,1,1,14038
BLR,DEL,13,Night,Business,0.7361322186671417,0,7552,3,1,15435
BOM,DEL,74,Morning,Leisure,0.7488939863855659,0,8049,0,0,7359
BOM,MAA,57,Night,Business,1.0858077881108597,1,7324,3,1,15778
BLR,BLR,40,Evening,Leisure,0.9790741594886677,0,7020,2,0,12605
HYD,DEL,80,Morning,Business,1.2825863149534882,0,4749,0,1,6611
BOM,DEL,45,Night,Business,1.1071188464380388,0,5574,3,1,12716
MAA,HYD,35,Evening,Leisure,0.7060441971959388,0,6004,2,0,9454
BOM,HYD,3,Morning,Business,0.9886112678802771,0,8290,0,1,23327
DEL,DEL,5,Night,Leisure,0.9486687610212877,0,8305,3,0,22826
DEL,MAA,11,Evening,Leisure,0.7640283159962612,1,5514,2,0,13833
HYD,DEL,71,Afternoon,Business,1.253925301523314,0,8444,1,1,15041
BLR,BOM,56,Evening,Business,1.1830067794490342,0,4448,2,1,9454
HYD,BLR,10,Afternoon,Leisure,0.8380515450520011,0,3606,1,0,7685
HYD,MAA,34,Night,Leisure,0.8535884553057983,0,5991,3,0,10955
HYD,BOM,67,Evening,Business,0.7192108319916706,0,9320,2,1,10327
HYD,MAA,72,Afternoon,Leisure,0.8780304709474246,0,8192,1,0,8969
MAA,BOM,31,Morning,Business,1.050773205348012,0,3654,0,1,8970
MAA,BLR,75,Evening,Leisure,0.952506033032001,0,6740,2,0,7773
BOM,BLR,71,Night,Business,1.2815532782318084,1,4295,3,1,9779
DEL,HYD,66,Morning,Leisure,0.7336481015582025,0,7867,0,0,8219
HYD,BOM,70,Afternoon,Leisure,1.0548580953394064,0,5070,1,0,7227
BOM,HYD,41,Evening,Business,1.214985664304229,0,9039,2,1,19891
DEL,BOM,63,Evening,Leisure,0.9884445474458335,1,8803,2,0,17321
BLR,HYD,32,Night,Leisure,0.701777632336238,0,5134,3,0,7275
MAA,BLR,20,Morning,Leisure,0.8456808998957651,0,8856,0,0,18441
DEL,MAA,57,Evening,Leisure,0.8942613854007797,1,5438,2,0,9966
BLR,HYD,50,Evening,Leisure,1.2795966967344774,0,5032,2,0,11082
DEL,BOM,80,Morning,Leisure,1.2470639691032197,0,6528,0,0,10717
MAA,BOM,25,Evening,Leisure,1.2695023030645782,0,7717,2,0,20568
MAA,BLR,12,Morning,Business,1.195455074570181,0,4940,0,1,15444
BOM,BOM,71,Morning,Leisure,0.9109886404683426,1,4898,0,0,7358
HYD,DEL,39,Morning,Leisure,1.2435258532577205,0,7146,0,0,17036
DEL,MAA,17,Night,Business,1.2890107035622294,0,6897,3,1,20398
DEL,HYD,45,Morning,Leisure,0.9100427873649717,1,9099,0,0,19774
BLR,MAA,11,Morning,Leisure,0.8563335795918694,0,7745,0,0,18536
MAA,BLR,70,Afternoon,Business,1.0281497756693327,0,8302,1,1,11012
DEL,HYD,23,Afternoon,Leisure,0.812291315559358,0,6542,1,0,11673
MAA,HYD,70,Night,Leisure,0.7195745328438281,0,5115,3,0,5654
DEL,DEL,38,Morning,Business,1.267498702669522,0,5013,0,1,11704
BOM,BLR,2,Afternoon,Business,1.2554443794648515,1,6098,1,1,25397
HYD,BOM,86,Afternoon,Leisure,0.7975923122572726,0,4344,1,0,3753
DEL,DEL,84,Evening,Leisure,0.9446441481578316,0,6919,2,0,6973
MAA,DEL,89,Morning,Business,1.1986217879636114,0,7030,0,1,8875
BOM,MAA,79,Afternoon,Leisure,1.0966001792925117,0,5827,1,0,8489
DEL,MAA,72,Night,Business,0.9368725055024283,0,6540,3,1,8249
BLR,MAA,37,Evening,Business,1.1465025983096915,0,5476,2,1,13578
HYD,DEL,49,Evening,Business,1.2382284329261146,1,5335,2,1,14848
DEL,BOM,52,Morning,Leisure,1.255694998315521,0,8399,0,0,18461
BOM,HYD,33,Morning,Business,0.9273097671533134,0,3854,0,1,6959
BLR,MAA,22,Evening,Business,0.8041364080436912,0,5105,2,1,10156
BOM,BOM,5,Night,Business,1.247703314916385,0,7973,3,1,26124
BOM,BLR,18,Morning,Leisure,0.7555332675166169,0,6695,0,0,11662
BLR,MAA,38,Morning,Leisure,1.1330130347368983,0,5627,0,0,14171
BOM,HYD,37,Evening,Leisure,0.784298388916481,0,9176,2,0,15636
BLR,BLR,64,Evening,Business,0.9336321128006153,1,4487,2,1,8347
DEL,BLR,10,Morning,Leisure,0.9469334479270164,0,7828,0,0,18333
BLR,HYD,79,Afternoon,Leisure,0.79525474906725,0,3653,1,0,3782
BLR,MAA,42,Morning,Business,1.2536088604039672,0,4406,0,1,11059
HYD,DEL,48,Afternoon,Business,0.7016009008055717,0,7263,1,1,10279
BLR,HYD,44,Evening,Leisure,1.2362851259299785,0,5120,2,0,13238
BLR,HYD,82,Afternoon,Leisure,1.2302975940852914,0,7128,1,0,11134
DEL,HYD,87,Night,Business,0.890178192218801,0,7074,3,1,7278
HYD,BLR,16,Evening,Leisure,1.1225705619275654,0,7918,2,0,19872
MAA,BOM,54,Morning,Business,0.8516853467789893,0,3831,0,1,5882
DEL,DEL,35,Morning,Business,1.155264137352363,0,7838,0,1,18148
DEL,MAA,28,Evening,Leisure,1.036671845072646,0,3929,2,0,9497
MAA,MAA,2,Evening,Leisure,0.880135272548595,1,8801,2,0,28121
BLR,BOM,13,Night,Leisure,0.9401408521825927,0,9092,3,0,19711
BOM,HYD,41,Evening,Leisure,1.1139332393430421,0,5923,2,0,13238
HYD,DEL,80,Morning,Business,1.2436584697862698,0,3580,0,1,5593
BOM,MAA,59,Night,Leisure,0.7784359099403647,1,5073,3,0,7298
MAA,MAA,69,Morning,Leisure,1.0428183818014942,0,3919,0,0,5484
DEL,HYD,53,Afternoon,Leisure,0.8522375196742704,0,3966,1,0,5364
DEL,BOM,45,Evening,Business,1.1808233499252756,0,8676,2,1,17884
HYD,DEL,20,Afternoon,Leisure,0.7421423835216886,0,6893,1,0,12662
DEL,BOM,24,Morning,Leisure,1.113373474102702,0,5065,0,0,13096
DEL,BOM,61,Afternoon,Business,0.8049676082146179,0,5018,1,1,5782
HYD,DEL,58,Afternoon,Business,1.0578312510419376,0,7530,1,1,14290
HYD,DEL,27,Morning,Business,1.2014155523156154,0,5535,0,1,15497
MAA,MAA,26,Morning,Business,1.153048397273008,0,4303,0,1,11347
DEL,MAA,7,Evening,Business,1.1517657326101824,0,4577,2,1,13385
DEL,DEL,42,Afternoon,Leisure,1.0107071873121432,0,5132,1,0,10487
MAA,BLR,47,Night,Business,1.234447355109833,0,5484,3,1,12249
BLR,MAA,53,Night,Business,1.0528631189451987,1,3503,3,1,8012
BLR,BLR,59,Morning,Business,1.2505107811297425,0,9498,0,1,19943
